,Industry,MR,MR.PR,MR.Decile,TVC,TVC.PR,TVC.Decile,TRC,TRC.PR,TRC.Decile,BAB,BAB.PR,BAB.Decile,EV,EV.PR,EV.Decile,P/B,P/B.PR,P/B.Decile,PSR,PSR.PR,PSR.Decile,ROE,ROE.PR,ROE.Decile,ROA,ROA.PR,ROA.Decile,C/A,C/A.PR,C/A.Decile,D/A,D/A.PR,D/A.Decile,PG,PG.PR,PG.Decile,AG,AG.PR,AG.Decile
500,14,0.0396,0.4469,6,-0.2705,0.3494,7,-0.2504,0.3691,7,0.4921,0.4567,6,14311520221.0,0.4074,6,1.37,0.6495,4,8.3973,0.4808,6,4.54,0.8445,2,3.26,0.9222,1,0.13,0.4294,6,27.69,0.7788,3,0.2449,0.4786,6,0.0928,0.7317,3
154,6,0.1007,0.6013,5,-0.5042,0.1884,9,-0.5053,0.1709,9,0.5312,0.4042,6,36585143247.0,0.2048,8,1.45,0.6145,4,3.651,0.8039,2,1.8,0.4929,6,0.92,0.4765,6,0.0976,0.3494,7,56.74,0.2629,8,2.2602,0.862,2,0.0369,0.5148,5
76,3,-0.0153,0.2705,8,-0.0061,0.5181,5,0.0324,0.5509,5,0.3032,0.6813,4,2057321189.0,0.9146,1,1.29,0.6813,4,5.2735,0.6878,4,1.2,0.402,7,0.98,0.4973,6,0.0265,0.0909,10,20.43,0.8828,2,7.2238,0.9573,1,-0.0086,0.2957,8
451,24,0.2787,0.8478,2,-0.2308,0.3834,7,-0.2865,0.3406,7,0.3507,0.621,4,61469132193.0,0.1435,9,0.97,0.8598,2,18.5269,0.2048,8,2.08,0.5455,5,0.16,0.2169,8,0.0081,0.0186,10,92.51,0.0186,10,0.4616,0.552,5,0.0557,0.5871,5
668,13,0.3608,0.9047,1,3.4738,0.9277,1,2.6484,0.92,1,1.0863,0.0701,10,8991273938.0,0.5323,5,2.16,0.3713,7,3.0028,0.8653,2,11.91,0.9956,1,3.11,0.908,1,0.0748,0.2694,8,74.43,0.0843,10,8.5532,0.9595,1,0.3278,0.9551,1
560,15,0.5171,0.9485,1,0.7388,0.7547,3,0.4695,0.7174,3,0.7693,0.1939,9,5411875323.0,0.69,4,2.32,0.3187,7,16.7251,0.2322,8,11.5,0.9945,1,9.0,1.0,1,0.3883,0.9387,1,26.3,0.7996,3,1.589,0.7985,3,0.2312,0.9146,1
278,14,0.0733,0.529,5,0.0847,0.563,5,0.0502,0.5608,5,0.6205,0.3056,7,357061504426.0,0.0285,10,1.23,0.7163,3,2.9339,0.8719,2,2.31,0.5904,5,1.29,0.5838,5,0.1437,0.4808,6,44.27,0.5005,6,4.2382,0.9266,1,0.0807,0.6977,4
69,3,0.0679,0.5181,5,-0.097,0.4644,6,-0.0749,0.494,6,0.3068,0.678,4,2583254426.0,0.8719,2,1.07,0.8018,3,10.6834,0.3844,7,0.02,0.2015,9,0.02,0.1742,9,0.4423,0.966,1,9.48,0.9704,1,-0.9615,0.0942,10,0.4169,0.9726,1
447,24,0.1058,0.6101,4,0.3312,0.6539,4,0.2742,0.6637,4,0.1807,0.8269,2,9937438835.0,0.5082,5,0.81,0.9222,1,5.3248,0.6846,4,3.48,0.7568,3,1.7,0.6977,4,0.1588,0.5487,5,51.22,0.3604,7,0.654,0.6243,4,0.0954,0.7415,3
768,7,0.1332,0.6813,4,0.3679,0.6703,4,0.4131,0.7054,3,1.0157,0.0909,10,120755525273.0,0.0931,10,4.5,0.1008,10,73.0329,0.0372,10,1.37,0.4239,6,1.23,0.5685,5,0.7047,0.9989,1,10.36,0.966,1,1.4492,0.782,3,0.6435,0.9923,1
189,9,0.0112,0.3494,7,0.3678,0.6692,4,0.3726,0.6988,4,0.5415,0.3899,7,24924078142.0,0.2848,8,1.63,0.5455,5,4.718,0.7295,3,0.35,0.2563,8,0.32,0.2881,8,0.0343,0.1249,9,50.2,0.3746,7,1.2747,0.7503,3,0.0219,0.4469,6
272,13,0.133,0.6802,4,1.5307,0.8423,2,1.4148,0.8576,2,1.0367,0.0854,10,20488483045.0,0.3122,7,2.52,0.2793,8,8.593,0.4743,6,2.43,0.6123,4,1.54,0.667,4,0.0828,0.2946,8,40.27,0.5761,5,-0.2579,0.2212,8,-0.0397,0.1972,9
674,10,0.072,0.5257,5,-0.808,0.0164,10,-0.8091,0.012,10,0.0937,0.908,1,15994722527.0,0.3823,7,2.59,0.2651,8,8.9732,0.4545,6,4.2,0.8094,2,3.3,0.9255,1,0.2784,0.8368,2,26.09,0.8039,2,0.2454,0.4797,6,0.0533,0.5805,5
844,13,0.224,0.8061,2,-0.2639,0.356,7,-0.2951,0.333,7,0.974,0.1008,10,9663614786.0,0.517,5,0.88,0.8949,2,4.884,0.7097,3,1.16,0.3976,7,0.92,0.4775,6,0.1028,0.3571,7,36.69,0.644,4,3.0184,0.8916,2,-0.1256,0.0471,10
237,10,0.3886,0.9211,1,0.0418,0.5433,5,-0.123,0.4524,6,0.724,0.2278,8,58277061939.0,0.1512,9,2.05,0.4118,6,20.8401,0.172,9,2.0,0.5356,5,1.57,0.6747,4,0.0725,0.2618,8,23.08,0.8456,2,-0.009,0.3297,7,0.1696,0.8719,2
89,17,-0.0599,0.1698,9,-0.7422,0.0493,10,-0.7105,0.0515,10,0.6497,0.2837,8,2241176586.0,0.9036,1,1.67,0.5268,5,39.6381,0.0734,10,0.43,0.2683,8,0.4,0.3165,7,0.698,0.9978,1,7.09,0.9836,1,3.0977,0.8949,2,-0.0469,0.1742,9
827,27,-0.3444,0.0055,10,-0.4909,0.195,9,-0.3847,0.2508,8,0.6596,0.276,8,4221305586.0,0.759,3,5.91,0.0427,10,54.6865,0.0537,10,2.53,0.6254,4,2.08,0.7623,3,0.226,0.7284,3,14.85,0.931,1,0.0746,0.3998,7,0.5602,0.9858,1
118,4,0.2034,0.7853,3,1.0775,0.8072,2,0.7447,0.7864,3,0.794,0.1785,9,8375056785.0,0.5509,5,2.52,0.2804,8,3.2161,0.8488,2,3.22,0.7119,3,1.76,0.7119,3,0.1861,0.6287,4,45.25,0.4775,6,0.0373,0.3724,7,-0.0001,0.3461,7
126,4,0.0147,0.3604,7,-0.2835,0.3395,7,-0.2801,0.3483,7,1.2647,0.0361,10,34898125842.0,0.2136,8,6.48,0.0329,10,21.8773,0.1643,9,4.26,0.8138,2,2.72,0.8576,2,0.1599,0.5498,5,41.91,0.5444,5,0.436,0.5411,5,0.0768,0.6802,4
745,14,1.1049,0.9967,1,2.9571,0.9091,1,1.6518,0.8664,2,-0.6724,0.9967,1,25871892006.0,0.2771,8,2.79,0.2355,8,14.6451,0.276,8,0.79,0.3308,7,0.54,0.3614,7,0.3052,0.8719,2,39.62,0.5871,5,-0.5333,0.149,9,-0.1315,0.0438,10
290,15,1.1245,0.9978,1,12.9953,0.988,1,8.0283,0.9869,1,0.7842,0.1829,9,14569636850.0,0.3965,7,1.15,0.7579,3,11.5652,0.3538,7,2.16,0.5641,5,1.64,0.6867,4,0.2836,0.8456,2,24.85,0.8193,2,3.2912,0.9058,1,0.0817,0.701,4
239,12,0.3128,0.8751,2,1.3825,0.8324,2,1.0853,0.8313,2,0.4957,0.4502,6,8624505651.0,0.5411,5,1.61,0.5509,5,6.9386,0.5717,5,5.83,0.9179,1,4.27,0.9704,1,0.2934,0.8565,2,25.67,0.8127,2,1.7967,0.8204,2,0.0844,0.7152,3
0,0,0.0406,0.448,6,0.3626,0.6648,4,0.3296,0.6813,4,0.2578,0.7349,3,250567026346.0,0.0471,10,1.02,0.8313,2,9.7551,0.4195,6,0.81,0.3341,7,0.59,0.3735,7,0.1465,0.4962,6,47.9,0.4217,6,0.3898,0.5268,5,0.2303,0.9135,1
902,31,0.1678,0.7404,3,0.4324,0.6878,4,0.2931,0.6714,4,0.0878,0.9124,1,47615322223.0,0.1731,9,2.67,0.2552,8,7.3516,0.5411,5,4.75,0.8609,2,2.14,0.7733,3,0.1262,0.4217,6,59.23,0.2169,8,0.6189,0.6123,4,0.073,0.6692,4
488,13,-0.0408,0.2026,9,-0.3839,0.2727,8,-0.346,0.2892,8,0.8963,0.1194,9,25406314055.0,0.2826,8,2.53,0.276,8,7.6113,0.5214,5,-0.6,0.1424,9,-0.24,0.1347,9,0.2387,0.7514,3,45.21,0.4797,6,0.843,0.6725,4,-0.0953,0.0712,10
804,15,0.0227,0.3866,7,-0.2641,0.3549,7,-0.3269,0.3012,8,1.1722,0.0504,10,5345452440.0,0.6911,4,3.64,0.1413,9,37.4321,0.0789,10,0.11,0.2212,8,0.18,0.2267,8,0.4602,0.9726,1,23.86,0.8324,2,-0.8685,0.1062,9,0.0611,0.6188,4
396,21,0.5714,0.9639,1,6.8064,0.9606,1,4.0518,0.9551,1,0.7654,0.1993,9,4793896830.0,0.7327,3,0.87,0.9003,2,14.4262,0.2826,8,0.54,0.2859,8,0.26,0.2618,8,0.0219,0.0668,10,74.59,0.0832,10,1.6464,0.8072,2,0.08,0.6933,4
738,17,0.1484,0.7076,3,2.7592,0.9014,2,2.0286,0.8905,2,0.893,0.1227,9,37436460040.0,0.2015,9,1.79,0.483,6,6.0826,0.6156,4,0.78,0.3275,7,0.55,0.3647,7,0.1585,0.5476,5,41.84,0.5487,5,1.0763,0.7196,3,0.0186,0.4283,6
127,12,0.0277,0.4096,6,-0.5291,0.1731,9,-0.4921,0.1785,9,0.531,0.4053,6,3110399819.0,0.8357,2,1.77,0.4896,6,10.1777,0.402,7,4.38,0.8269,2,3.06,0.9003,2,0.3446,0.9113,1,32.41,0.7152,3,1.5915,0.7996,3,-0.0354,0.2158,8
279,20,2.4861,1.0,1,2.7813,0.9047,1,1.0093,0.8204,2,1.1709,0.0526,10,21295195713.0,0.3067,7,2.43,0.2946,8,26.9368,0.1216,9,0.7,0.3187,7,0.48,0.3472,7,0.1917,0.6418,4,40.35,0.575,5,-0.0536,0.3001,8,0.0716,0.667,4
704,24,0.2271,0.8072,2,0.1034,0.5696,5,0.0418,0.5586,5,0.43,0.5301,5,14337019668.0,0.4042,6,1.53,0.5739,5,25.344,0.1358,9,3.65,0.77,3,0.53,0.3582,7,0.0936,0.3341,7,86.64,0.0372,10,0.1065,0.4206,6,0.1408,0.8346,2
117,12,-0.0816,0.1303,9,0.4523,0.6933,4,0.5254,0.7273,3,0.3292,0.6495,4,4715497205.0,0.7382,3,2.11,0.391,7,6.4595,0.5936,5,-4.62,0.0285,10,-1.22,0.0613,10,0.0962,0.3428,7,68.8,0.1281,9,-0.496,0.1533,9,0.0466,0.5487,5
474,31,-0.0107,0.2837,8,-0.2599,0.3604,7,-0.2559,0.3658,7,0.0415,0.9409,1,1394582868.0,0.9628,1,1.18,0.7448,3,12.193,0.3352,7,2.13,0.5564,5,1.46,0.6353,4,0.0597,0.2158,8,37.62,0.6254,4,-0.0159,0.3264,7,-0.0783,0.1008,10
229,11,-0.05,0.1862,9,0.1524,0.5926,5,0.187,0.6254,4,0.3312,0.6429,4,15842865862.0,0.3844,7,1.16,0.7536,3,7.2577,0.5498,5,1.11,0.3844,7,0.98,0.4984,6,0.5003,0.9836,1,12.55,0.9496,1,-0.4161,0.1676,9,0.0142,0.4107,6
711,14,0.2016,0.7842,3,0.0808,0.5619,5,0.0248,0.5487,5,0.2309,0.7722,3,4886648742.0,0.7207,3,1.25,0.7054,3,3.5554,0.8204,2,2.73,0.6506,4,1.47,0.644,4,0.1346,0.4447,6,51.81,0.3538,7,-0.1027,0.276,8,0.0993,0.759,3
667,13,0.1202,0.6396,4,-0.4019,0.2464,8,-0.4009,0.2388,8,0.6808,0.2574,8,30436165126.0,0.2464,8,1.84,0.4699,6,8.1754,0.4907,6,2.1,0.552,5,1.78,0.7163,3,0.0791,0.2804,8,16.15,0.9222,1,-0.0863,0.287,8,0.0156,0.4184,6
57,28,-0.1612,0.0493,10,-0.8437,0.0099,10,-0.8167,0.011,10,0.387,0.5739,5,1938600000.0,0.9255,1,2.21,0.3571,7,6.0187,0.6232,4,-0.15,0.1862,9,0.24,0.2541,8,0.1024,0.356,7,84.38,0.0427,10,-1.0195,0.0832,10,0.0186,0.4294,6
526,15,-0.111,0.0942,10,-0.4016,0.2475,8,-0.3594,0.276,8,0.3567,0.6145,4,6552426022.0,0.6309,4,0.78,0.9321,1,22.1349,0.161,9,-2.51,0.0613,10,-1.6,0.0416,10,0.0798,0.2859,8,32.99,0.7076,3,-0.3905,0.1774,9,-0.0928,0.0789,10
275,20,0.2166,0.7996,3,-0.3243,0.3154,7,-0.3428,0.2913,8,0.7576,0.207,8,83199170302.0,0.1183,9,0.85,0.9091,1,9.4116,0.4337,6,0.78,0.3286,7,0.66,0.3943,7,0.2382,0.7492,3,20.44,0.8817,2,0.1102,0.425,6,-0.0591,0.1413,9
319,16,-0.0129,0.2771,8,-0.5694,0.1457,9,-0.55,0.1533,9,0.9111,0.1117,9,9774084526.0,0.5137,5,2.06,0.4085,6,4.6327,0.7338,3,0.2,0.2311,8,0.25,0.2585,8,0.2652,0.8138,2,48.37,0.4085,6,-2.027,0.0438,10,-0.0362,0.2125,8
616,15,-0.0081,0.2913,8,0.0557,0.5498,5,0.0564,0.5674,5,0.5327,0.3998,7,31065669897.0,0.2399,8,0.62,0.9781,1,5.5644,0.6561,4,-1.22,0.1041,10,-0.88,0.0789,10,0.2435,0.7645,3,23.02,0.8478,2,0.6241,0.6145,4,-0.1104,0.057,10
145,1,0.2703,0.8412,2,0.3965,0.6791,4,0.3054,0.6736,4,0.2955,0.6955,4,18573525912.0,0.3373,7,1.73,0.5093,5,3.3181,0.8401,2,3.36,0.7393,3,1.52,0.6605,4,0.3191,0.8872,2,58.86,0.2234,8,1.7101,0.8138,2,0.0092,0.3965,7
813,13,-0.1283,0.0701,10,-0.6455,0.0986,10,-0.6159,0.0964,10,0.8545,0.1435,9,83915012848.0,0.1172,9,5.69,0.0493,10,39.7822,0.0723,10,1.09,0.3801,7,0.8,0.4403,6,0.5028,0.9858,1,31.68,0.7273,3,1.3578,0.7711,3,-0.0916,0.0832,10
568,15,-0.2085,0.0197,10,-0.8794,0.0044,10,-0.8464,0.0044,10,0.3553,0.6177,4,3787157600.0,0.7908,3,1.76,0.494,6,7.4333,0.5334,5,-2.23,0.0712,10,-1.69,0.0394,10,0.41,0.9507,1,22.35,0.8576,2,0.1685,0.4469,6,-0.0111,0.2892,8
828,15,-0.0848,0.1216,9,-0.5958,0.1336,9,-0.5531,0.1522,9,0.6842,0.2552,8,1673628750.0,0.9409,1,1.54,0.5728,5,3.5752,0.816,2,0.29,0.2377,8,0.26,0.2629,8,0.3264,0.8949,2,51.2,0.3614,7,-0.8792,0.1019,10,0.0891,0.7251,3
654,6,0.2677,0.8401,2,-0.5549,0.1533,9,-0.5858,0.1227,9,1.04,0.0832,10,30483772124.0,0.2453,8,4.78,0.0887,10,20.608,0.1785,9,6.77,0.9485,1,4.83,0.9836,1,0.3614,0.9222,1,32.01,0.7207,3,-0.0898,0.2826,8,0.0025,0.3582,7
370,20,0.1746,0.7503,3,-0.1462,0.4326,6,-0.2072,0.3943,7,0.379,0.5827,5,3536630934.0,0.8061,2,1.42,0.6287,4,8.2857,0.4841,6,2.34,0.5969,5,1.67,0.6933,4,0.264,0.8105,2,28.43,0.7667,3,0.5558,0.5882,5,0.1374,0.8269,2
269,18,0.1849,0.7645,3,0.1313,0.5871,5,0.1047,0.5904,5,0.2631,0.7284,3,139142971580.0,0.0821,10,1.87,0.46,6,1.3386,0.9671,1,3.12,0.6966,4,1.27,0.5805,5,0.1163,0.3965,7,65.37,0.1501,9,0.2687,0.4896,6,0.0281,0.4721,6
634,4,0.0139,0.356,7,-0.6683,0.0832,10,-0.6458,0.0767,10,0.4532,0.5027,6,3669786504.0,0.7941,3,1.14,0.7645,3,6.2227,0.6035,4,-5.12,0.0241,10,-1.94,0.0361,10,0.0914,0.3264,7,58.73,0.2256,8,-5.0229,0.0197,10,-0.1071,0.0602,10
308,17,-0.0478,0.1917,9,0.2048,0.6112,4,0.2104,0.6342,4,0.359,0.6101,4,9788272772.0,0.5126,5,1.75,0.4973,6,4.8955,0.7065,3,1.47,0.4381,6,0.95,0.4896,6,0.1929,0.6451,4,45.9,0.4578,6,1.4294,0.7798,3,0.1751,0.8784,2
424,22,0.0341,0.4315,6,-0.0658,0.483,6,-0.0706,0.4962,6,0.1722,0.8346,2,165134118322.0,0.0646,10,2.31,0.3231,7,12.3435,0.3297,7,2.91,0.6747,4,0.85,0.4545,6,0.0274,0.0942,10,81.73,0.0471,10,-0.0091,0.3286,7,-0.004,0.3286,7
311,15,0.3171,0.8784,2,1.2149,0.8237,2,0.9517,0.816,2,0.4518,0.506,5,7579562882.0,0.5849,5,1.69,0.5214,5,4.6131,0.7349,3,0.1,0.2191,8,0.21,0.2421,8,0.1232,0.4173,6,45.14,0.4819,6,1.3268,0.7645,3,0.177,0.8795,2
355,17,0.3343,0.8905,2,-0.1621,0.4239,6,-0.1977,0.4009,7,1.6654,0.0033,10,20328158933.0,0.3133,7,5.54,0.0526,10,18.822,0.2004,9,4.91,0.8697,2,2.18,0.7788,3,0.1894,0.6375,4,58.18,0.2333,8,0.3199,0.5071,5,0.1774,0.8817,2
46,31,0.0791,0.5433,5,-0.6473,0.0964,10,-0.6292,0.0876,10,0.1357,0.8806,2,7877241090.0,0.5717,5,4.86,0.0832,10,12.6994,0.3231,7,5.84,0.9189,1,3.76,0.954,1,0.1931,0.6473,4,40.75,0.5652,5,0.1976,0.4578,6,0.0593,0.6101,4
350,20,0.0641,0.5115,5,0.5965,0.7207,3,0.4977,0.7229,3,0.386,0.5761,5,4177041278.0,0.7612,3,1.38,0.6473,4,2.9284,0.874,2,-1.02,0.1161,9,-0.41,0.1128,9,0.1504,0.5104,5,50.02,0.3823,7,-0.6904,0.1271,9,-0.0152,0.2804,8
372,15,0.0536,0.4852,6,-0.541,0.1654,9,-0.5195,0.1654,9,0.4638,0.4885,6,1209618000.0,0.9748,1,1.41,0.632,4,25.2968,0.1369,9,1.48,0.4436,6,1.32,0.598,5,0.0571,0.2015,9,11.85,0.9573,1,-0.4123,0.1698,9,0.0302,0.4819,6
480,25,0.0339,0.4304,6,0.0867,0.5652,5,0.0648,0.5696,5,0.2039,0.805,2,276120967910.0,0.0383,10,6.59,0.0318,10,3.4059,0.8335,2,6.85,0.9518,1,1.44,0.6276,4,0.2006,0.6616,4,79.93,0.0548,10,0.0439,0.3779,7,0.1443,0.8412,2
586,17,0.0235,0.3921,7,-0.5705,0.1446,9,-0.5608,0.1402,9,0.3301,0.6462,4,1335137500.0,0.966,1,0.83,0.9157,1,1.7773,0.9496,1,-1.11,0.1106,9,-0.16,0.149,9,0.2612,0.8018,3,62.92,0.1742,9,0.4904,0.563,5,-0.049,0.1665,9
262,16,-0.0799,0.1336,9,-0.5051,0.1862,9,-0.4674,0.1928,9,0.5515,0.3801,7,10444279307.0,0.4918,6,1.27,0.6933,4,2.931,0.8729,2,-0.39,0.1577,9,-0.23,0.1391,9,0.2455,0.77,3,31.62,0.7306,3,-1.3803,0.0668,10,0.0791,0.69,4
196,10,0.1382,0.6944,4,7.9286,0.9715,1,6.5544,0.977,1,0.0586,0.931,1,4532398425.0,0.7437,3,1.28,0.6878,4,12.8374,0.3198,7,-0.01,0.1972,9,0.23,0.2508,8,0.0422,0.1533,9,54.38,0.3133,7,-1.006,0.0854,10,0.0164,0.4261,6
911,10,0.0234,0.3899,7,0.1037,0.5706,5,0.1368,0.6013,5,0.4565,0.4951,6,60920475138.0,0.1446,9,4.77,0.0898,10,19.3463,0.1917,9,5.67,0.9124,1,2.61,0.8467,2,0.0532,0.1862,9,52.98,0.3373,7,12.6174,0.9726,1,0.0561,0.5915,5
759,15,-0.0716,0.1512,9,-0.8604,0.0077,10,-0.8445,0.0066,10,0.5433,0.3855,7,1488067000.0,0.9562,1,0.64,0.977,1,37.9454,0.0767,10,-0.24,0.1774,9,-0.24,0.1369,9,0.587,0.9912,1,2.26,0.9956,1,0.6749,0.6276,4,-0.0467,0.1752,9
670,15,0.051,0.4754,6,0.2144,0.6166,4,0.1802,0.621,4,0.4684,0.4841,6,6115896000.0,0.6506,4,2.34,0.3143,7,24.543,0.1424,9,0.28,0.2366,8,0.27,0.2683,8,0.3983,0.9463,1,18.15,0.9069,1,1.1414,0.7306,3,-0.078,0.103,10
264,13,-0.0172,0.264,8,0.7069,0.7459,3,0.6845,0.7733,3,0.9245,0.1095,9,17159329331.0,0.3593,7,3.2,0.1818,9,9.2751,0.4436,6,11.42,0.9923,1,3.03,0.897,2,0.0697,0.253,8,76.14,0.0734,10,2.2406,0.8576,2,0.1551,0.851,2
444,24,0.1548,0.7174,3,-0.3862,0.2716,8,-0.4137,0.2256,8,0.3362,0.6364,4,91610809062.0,0.1106,9,1.13,0.7722,3,19.709,0.1884,9,2.69,0.644,4,0.24,0.253,8,0.018,0.0526,10,91.14,0.0252,10,0.4184,0.5345,5,0.101,0.7634,3
617,17,-0.242,0.0142,10,0.5022,0.7119,3,0.5878,0.7437,3,1.2108,0.0438,10,16721341309.0,0.3647,7,2.83,0.2267,8,4.0063,0.7809,3,4.18,0.8061,2,1.6,0.6824,4,0.1712,0.5838,5,71.41,0.103,10,1.9605,0.839,2,0.1749,0.8773,2
305,14,0.0076,0.3384,7,0.7565,0.7634,3,0.7366,0.7842,3,0.1846,0.8193,2,7307159707.0,0.5991,5,2.6,0.264,8,3.8334,0.7886,3,1.13,0.3888,7,0.71,0.4107,6,0.1728,0.5882,5,47.5,0.4359,6,-0.5859,0.1347,9,-0.2795,0.0077,10
342,13,0.3038,0.8729,2,0.65,0.7349,3,0.4849,0.7207,3,0.6759,0.2607,8,42421444223.0,0.184,9,2.12,0.3855,7,15.526,0.2607,8,4.32,0.8193,2,3.55,0.9409,1,0.0786,0.2793,8,22.23,0.8609,2,2.4728,0.8751,2,0.0597,0.6123,4
879,31,-0.0227,0.2519,8,-0.4068,0.2453,8,-0.4079,0.2311,8,0.1416,0.874,2,23385089626.0,0.2935,8,1.16,0.7558,3,2.4957,0.9058,1,0.67,0.3122,7,0.52,0.3538,7,0.0963,0.3439,7,39.35,0.5969,5,-0.4899,0.1544,9,-0.0047,0.3231,7
150,6,0.0447,0.4545,6,-0.736,0.0504,10,-0.7194,0.0449,10,0.4538,0.5016,6,10786610711.0,0.4808,6,1.3,0.678,4,5.6784,0.6462,4,0.37,0.2585,8,0.38,0.3067,7,0.1173,0.402,7,33.35,0.7021,4,-0.1806,0.2442,8,-0.0131,0.287,8
125,4,-0.0146,0.2727,8,-0.4534,0.2103,8,-0.4488,0.2048,8,0.1718,0.8357,2,6468514203.0,0.6342,4,1.2,0.7371,3,3.5846,0.8149,2,2.28,0.5816,5,1.66,0.6911,4,0.2384,0.7503,3,28.59,0.7645,3,6.3475,0.9485,1,-0.0154,0.2782,8
716,16,-0.0365,0.2136,8,-0.5875,0.1391,9,-0.5546,0.1457,9,0.4247,0.5345,5,3142402543.0,0.8302,2,1.07,0.8007,3,13.3852,0.3045,7,-2.2,0.0734,10,-1.57,0.0438,10,0.2902,0.8521,2,25.26,0.8149,2,-7.2404,0.0153,10,-0.2512,0.0088,10
50,3,0.0728,0.5279,5,8.0481,0.9737,1,6.745,0.9803,1,0.151,0.8609,2,1303949921.0,0.9671,1,1.1,0.7908,3,2.0918,0.9343,1,-1.32,0.0964,10,-0.45,0.1062,9,0.0281,0.0975,10,54.98,0.299,8,0.5879,0.598,5,-0.0887,0.0854,10
354,15,0.004,0.3264,7,-0.2132,0.3943,7,-0.206,0.3965,7,0.4059,0.5531,5,6386836463.0,0.6386,4,3.35,0.1665,9,49.6512,0.0559,10,-3.48,0.0438,10,-1.07,0.0701,10,0.1343,0.4436,6,57.93,0.2421,8,-1.523,0.0581,10,0.0218,0.4458,6
842,15,0.0122,0.3527,7,-0.1577,0.4272,6,-0.1984,0.3998,7,0.5666,0.3571,7,3061165945.0,0.8379,2,1.32,0.6714,4,5.5201,0.6637,4,0.7,0.3176,7,0.48,0.3461,7,0.1561,0.529,5,56.27,0.2738,8,-0.9558,0.0953,10,-0.0509,0.1599,9
143,5,0.4573,0.9365,1,7.3387,0.9639,1,5.13,0.9617,1,-0.7589,0.9989,1,3999750201.0,0.7809,3,1.43,0.6254,4,5.8174,0.6375,4,0.86,0.3417,7,0.64,0.3888,7,0.2262,0.7295,3,37.74,0.6221,4,-0.196,0.2344,8,-0.0205,0.264,8
471,24,0.0996,0.5936,5,0.2549,0.6265,4,0.2434,0.6506,4,0.3062,0.6802,4,31057712830.0,0.241,8,0.66,0.9726,1,10.4207,0.3932,7,2.14,0.5575,5,0.2,0.2322,8,0.0117,0.0318,10,90.67,0.0285,10,0.2912,0.4951,6,0.0718,0.6681,4
400,21,0.1253,0.655,4,2.7252,0.9003,2,2.2819,0.9036,1,0.1487,0.8664,2,82832582819.0,0.1216,9,1.64,0.5389,5,15.8983,0.2519,8,1.53,0.4491,6,0.44,0.3264,7,0.0596,0.2125,8,75.75,0.0745,10,-0.4239,0.1632,9,0.0305,0.4863,6
631,4,0.133,0.6791,4,0.1073,0.5739,5,0.0295,0.5498,5,0.4717,0.4808,6,5178736236.0,0.7032,3,1.15,0.759,3,3.9138,0.7853,3,-2.08,0.0767,10,-0.64,0.0898,10,0.0876,0.3133,7,60.41,0.1993,9,-15.8971,0.0077,10,-0.1732,0.0241,10
321,17,-0.1848,0.0361,10,-0.6666,0.0854,10,-0.6409,0.08,10,0.6164,0.3067,7,29796773790.0,0.2552,8,4.67,0.0931,10,9.7373,0.4206,6,4.38,0.8258,2,2.56,0.8368,2,0.3348,0.9025,1,42.28,0.5367,5,0.1743,0.4491,6,0.1646,0.862,2
19,1,0.0305,0.4217,6,-0.3546,0.2892,8,-0.3512,0.2859,8,0.3099,0.6747,4,104923101049.0,0.103,10,2.24,0.3461,7,34.3954,0.0876,10,1.78,0.4907,6,1.43,0.6243,4,0.0492,0.1752,9,21.96,0.8653,2,0.0088,0.3428,7,0.2449,0.9255,1
737,15,-0.0417,0.2004,9,-0.4266,0.2245,8,-0.4134,0.2267,8,0.1388,0.8762,2,4322055686.0,0.7525,3,1.47,0.6002,5,7.1846,0.552,5,-0.61,0.1413,9,-0.41,0.1117,9,0.1313,0.437,6,26.13,0.8028,2,0.5923,0.6013,5,-0.0715,0.1139,9
808,13,-0.2186,0.0175,10,-0.7426,0.046,10,-0.688,0.0613,10,0.8261,0.1577,9,13622895000.0,0.414,6,5.36,0.0591,10,34.7824,0.0854,10,1.78,0.4896,6,1.4,0.6199,4,0.3938,0.9419,1,22.65,0.8521,2,2.3893,0.8675,2,0.0022,0.356,7
736,14,0.295,0.8653,2,0.0201,0.5312,5,-0.0816,0.4874,6,0.4374,0.517,5,12294318325.0,0.4447,6,2.27,0.3373,7,12.1323,0.3373,7,4.5,0.8412,2,3.73,0.9529,1,0.4328,0.9606,1,18.05,0.908,1,3.2765,0.9047,1,0.0083,0.3899,7
408,22,0.3658,0.9091,1,0.1325,0.5882,5,0.0381,0.5531,5,0.8155,0.1621,9,418875011841.0,0.0219,10,0.78,0.9354,1,4.7261,0.7284,3,3.73,0.7766,3,2.54,0.8313,2,0.222,0.7174,3,35.3,0.6703,4,2.447,0.8719,2,-0.1234,0.0493,10
863,25,0.0427,0.4513,6,-0.6023,0.1238,9,-0.6121,0.1041,10,0.2351,0.7623,3,814960000.0,0.9934,1,0.96,0.8686,2,2.679,0.897,2,1.13,0.3877,7,0.62,0.3812,7,0.1634,0.563,5,52.86,0.3395,7,5.2238,0.9409,1,0.0645,0.6287,4
