,Yt.1M,Code,Industry,MR,MR.PR,MR.Decile,TVC,TVC.PR,TVC.Decile,TRC,TRC.PR,TRC.Decile,BAB,BAB.PR,BAB.Decile,EV,EV.PR,EV.Decile,P/B,P/B.PR,P/B.Decile,PSR,PSR.PR,PSR.Decile,ROE,ROE.PR,ROE.Decile,ROA,ROA.PR,ROA.Decile,C/A,C/A.PR,C/A.Decile,D/A,D/A.PR,D/A.Decile,PG,PG.PR,PG.Decile,AG,AG.PR,AG.Decile
294,0.0596,2379 ·ç¬R,M2324 ¥b¾ÉÅé,0.1322,0.6769,4,-0.4416,0.2147,8,-0.4167,0.2234,8,0.9313,0.1073,9,264053897360.0,0.0427,10,6.04,0.0405,10,10.3054,0.3976,7,6.97,0.9562,1,3.26,0.92,1,0.1017,0.3538,7,52.4,0.3472,7,0.745,0.6506,4,-0.0709,0.1172,9
295,0.107,2380 ­i¥ú,M2325 ¹q¸£¤Î¶gÃä,0.0134,0.3538,7,-0.4937,0.1939,9,-0.4738,0.1906,9,0.1575,0.8521,2,1475151771.0,0.9584,1,1.73,0.5115,5,1.8357,0.9452,1,0.31,0.2432,8,0.34,0.2946,8,0.1695,0.5794,5,66.62,0.1413,9,1.0645,0.7185,3,-0.0348,0.2191,8
296,0.0,2382 ¼s¹F,M2325 ¹q¸£¤Î¶gÃä,0.1121,0.6221,4,-0.0125,0.5148,5,-0.0752,0.4918,6,1.3164,0.0252,10,1108574072984.0,0.0055,10,6.72,0.0285,10,4.2812,0.7547,3,6.61,0.9452,1,1.88,0.7327,3,0.273,0.8313,2,76.2,0.0723,10,0.8641,0.6758,4,0.0561,0.5926,5
297,0.0794,2383 ¥x¥ú¹q,M2328 ¹q¤l¹s²Õ¥ó,-0.2284,0.0153,10,-0.232,0.3823,7,-0.1353,0.4458,6,0.8323,0.1544,9,142567289229.0,0.0734,10,5.35,0.0602,10,11.0496,0.3691,7,7.49,0.9671,1,3.65,0.9463,1,0.213,0.6933,4,56.2,0.2749,8,3.124,0.897,2,0.2821,0.943,1
298,-0.0052,2385 ¸s¥ú,M2328 ¹q¤l¹s²Õ¥ó,0.1672,0.7393,3,-0.6139,0.1172,9,-0.58,0.126,9,0.9813,0.0975,10,140062902557.0,0.0778,10,4.58,0.0964,10,6.1308,0.6101,4,4.63,0.8532,2,2.24,0.7886,3,0.2599,0.7941,3,54.49,0.31,7,0.1989,0.4611,6,0.1467,0.8423,2
299,-0.0444,2387 ºë¤¸,M2325 ¹q¸£¤Î¶gÃä,0.0471,0.4633,6,-0.573,0.1435,9,-0.5637,0.1391,9,0.449,0.5071,5,11552887537.0,0.4567,6,1.26,0.6988,4,2.3166,0.9222,1,2.0,0.5323,5,1.23,0.5674,5,0.2159,0.7032,3,45.76,0.4677,6,6.691,0.9507,1,0.0044,0.3702,7
300,0.0,2388 «Â²±,M2324 ¥b¾ÉÅé,-0.1654,0.0438,10,-0.0308,0.5016,6,-0.0245,0.5235,5,1.0369,0.0843,10,62999090894.0,0.1402,9,4.52,0.0986,10,29.1314,0.1117,9,0.67,0.3111,7,0.47,0.3428,7,0.4492,0.9693,1,36.61,0.6473,4,1.9309,0.8368,2,-0.0566,0.1479,9
301,0.0383,2390 ¤ª¨°,M2331 ¨ä¥L¹q¤l·~,-0.113,0.0909,10,-0.5271,0.1763,9,-0.4888,0.1818,9,0.724,0.2289,8,2494421774.0,0.8795,2,1.04,0.8193,2,15.9042,0.2508,8,-5.26,0.023,10,-4.45,0.011,10,0.1688,0.5772,5,13.98,0.9419,1,-0.5383,0.1468,9,-0.0484,0.1698,9
302,0.5181,2392 ¥¿´Q,M2328 ¹q¤l¹s²Õ¥ó,0.2042,0.7864,3,0.5811,0.7185,3,0.4822,0.7185,3,0.8893,0.126,9,25803653729.0,0.2782,8,0.99,0.8521,2,1.3594,0.966,1,1.43,0.4294,6,0.63,0.3866,7,0.158,0.5422,5,64.42,0.1566,9,1.6031,0.8007,3,0.1909,0.8894,2
303,0.0774,2393 »õ¥ú,M2326 ¥ú¹q·~,0.423,0.9277,1,1.8646,0.8587,2,1.3713,0.851,2,0.8094,0.1665,9,29679136962.0,0.2585,8,1.22,0.7229,3,6.0241,0.6221,4,3.93,0.7864,3,2.85,0.8828,2,0.2104,0.6835,4,27.83,0.7744,3,0.6076,0.6079,4,0.0676,0.6462,4
304,0.0084,2395 ¬ãµØ,M2325 ¹q¸£¤Î¶gÃä,-0.0743,0.1457,9,-0.1752,0.4184,6,-0.1267,0.4502,6,0.6055,0.3176,7,298967351334.0,0.035,10,8.11,0.0186,10,21.5406,0.1676,9,4.28,0.816,2,2.84,0.8795,2,0.1802,0.6134,4,39.12,0.6024,5,-0.3265,0.1917,9,0.0211,0.4403,6
305,0.137,2397 ¤Í³q,M2325 ¹q¸£¤Î¶gÃä,0.0076,0.3384,7,0.7565,0.7634,3,0.7366,0.7842,3,0.1846,0.8193,2,7307159707.0,0.5991,5,2.6,0.264,8,3.8334,0.7886,3,1.13,0.3888,7,0.71,0.4107,6,0.1728,0.5882,5,47.5,0.4359,6,-0.5859,0.1347,9,-0.2795,0.0077,10
306,0.0407,2399 ¬M®õ,M2325 ¹q¸£¤Î¶gÃä,-0.1557,0.0559,10,-0.8158,0.0153,10,-0.7836,0.0164,10,0.6805,0.2585,8,3668860000.0,0.7952,3,1.89,0.4524,6,5.8415,0.6353,4,1.53,0.4513,6,1.2,0.5531,5,0.1758,0.5958,5,19.76,0.8916,2,0.2603,0.483,6,-0.0394,0.2004,9
307,0.1802,2401 ­â¶§,M2324 ¥b¾ÉÅé,-0.0492,0.1884,9,0.7424,0.7579,3,0.8804,0.8061,2,0.6503,0.2815,8,17730247824.0,0.3516,7,1.92,0.4403,6,13.1651,0.3133,7,2.88,0.6725,4,2.28,0.7952,3,0.3118,0.8773,2,23.39,0.8379,2,3.5168,0.9113,1,-0.0364,0.2114,8
308,0.0528,2402 ¼Ý¹Å,M2328 ¹q¤l¹s²Õ¥ó,-0.0478,0.1917,9,0.2048,0.6112,4,0.2104,0.6342,4,0.359,0.6101,4,9788272772.0,0.5126,5,1.75,0.4973,6,4.8955,0.7065,3,1.47,0.4381,6,0.95,0.4896,6,0.1929,0.6451,4,45.9,0.4578,6,1.4294,0.7798,3,0.1751,0.8784,2
309,-0.0366,2404 º~­ð,M2331 ¨ä¥L¹q¤l·~,0.25,0.8302,2,-0.327,0.3111,7,-0.3655,0.2705,8,1.3419,0.023,10,65647683419.0,0.1391,9,7.83,0.0208,10,5.3573,0.6769,4,11.49,0.9934,1,2.78,0.8664,2,0.1884,0.6353,4,80.24,0.0526,10,0.1301,0.4337,6,0.4294,0.9759,1
310,0.0534,2405 »²«H,M2325 ¹q¸£¤Î¶gÃä,0.0826,0.5553,5,-0.6232,0.115,9,-0.6052,0.1073,9,0.6723,0.2629,8,6700232339.0,0.6199,4,1.75,0.4962,6,15.1384,0.2673,8,0.59,0.2979,8,0.54,0.3604,7,0.2452,0.7678,3,15.03,0.9299,1,4.466,0.9321,1,0.0444,0.5389,5
311,0.0138,2406 °êºÓ,M2326 ¥ú¹q·~,0.3171,0.8784,2,1.2149,0.8237,2,0.9517,0.816,2,0.4518,0.506,5,7579562882.0,0.5849,5,1.69,0.5214,5,4.6131,0.7349,3,0.1,0.2191,8,0.21,0.2421,8,0.1232,0.4173,6,45.14,0.4819,6,1.3268,0.7645,3,0.177,0.8795,2
312,0.0185,2408 «n¨È¬ì,M2324 ¥b¾ÉÅé,-0.0122,0.2804,8,-0.1857,0.4074,6,-0.1906,0.4053,6,1.1854,0.0482,10,200171361952.0,0.0548,10,1.25,0.6999,4,21.0642,0.1709,9,-0.72,0.1325,9,-0.59,0.0931,10,0.3196,0.8883,2,13.97,0.943,1,0.2827,0.494,6,-0.0135,0.2859,8
313,0.0,2409 ¤Í¹F,M2326 ¥ú¹q·~,0.0168,0.3713,7,0.4654,0.701,4,0.4517,0.7163,3,0.5658,0.3593,7,132115288783.0,0.0887,10,0.92,0.8839,2,2.2213,0.9299,1,-2.22,0.0723,10,-0.77,0.0821,10,0.2291,0.7317,3,59.06,0.2202,8,0.6768,0.6309,4,-0.0037,0.3297,7
314,0.0159,2412 ¤¤µØ¹q,M2327 ³q«Hºô¸ô·~,0.0372,0.4381,6,0.1282,0.586,5,0.1073,0.5915,5,0.0897,0.9113,1,936634095843.0,0.0077,10,2.49,0.2859,8,17.0472,0.2256,8,2.4,0.6101,4,1.84,0.7251,3,0.0631,0.2267,8,23.42,0.8368,2,-0.0261,0.3165,7,0.0073,0.3823,7
315,-0.0266,2413 Àô¬ì,M2328 ¹q¤l¹s²Õ¥ó,-0.169,0.0416,10,-0.6318,0.1095,9,-0.5814,0.1249,9,0.6472,0.2859,8,3041643358.0,0.8401,2,1.62,0.5476,5,3.6143,0.8072,2,0.41,0.2629,8,0.32,0.2924,8,0.1408,0.4721,6,55.25,0.2935,8,-0.7887,0.1183,9,-0.1572,0.0296,10
316,0.0231,2414 ºë§Þ,M2329 ¹q¤l³q¸ô·~,0.0972,0.5893,5,-0.144,0.4348,6,-0.1825,0.4162,6,0.2342,0.7645,3,5611667781.0,0.6802,4,1.85,0.4677,6,1.0687,0.9781,1,2.36,0.6035,4,1.22,0.5586,5,0.0849,0.3012,8,50.87,0.3702,7,-0.079,0.2924,8,-0.0458,0.1796,9
317,-0.033,2415 ëù·s,M2328 ¹q¤l¹s²Õ¥ó,-0.0404,0.2037,9,-0.3347,0.3089,7,-0.32,0.3078,7,0.4265,0.5334,5,2461500000.0,0.885,2,1.68,0.5257,5,4.1306,0.7645,3,1.12,0.3866,7,0.46,0.3352,7,0.0502,0.1785,9,67.07,0.1369,9,2.3672,0.8664,2,0.0311,0.4929,6
318,0.1693,2417 ¶ê­è,M2325 ¹q¸£¤Î¶gÃä,0.1143,0.6265,4,-0.7875,0.0197,10,-0.756,0.0219,10,1.604,0.0088,10,5822220170.0,0.6681,4,2.29,0.3297,7,7.6323,0.5203,5,0.15,0.2278,8,0.15,0.2147,8,0.3892,0.9398,1,27.27,0.7864,3,0.9401,0.6878,4,-0.0417,0.1906,9
319,-0.0192,2419 ¥òµa,M2327 ³q«Hºô¸ô·~,-0.0129,0.2771,8,-0.5694,0.1457,9,-0.55,0.1533,9,0.9111,0.1117,9,9774084526.0,0.5137,5,2.06,0.4085,6,4.6327,0.7338,3,0.2,0.2311,8,0.25,0.2585,8,0.2652,0.8138,2,48.37,0.4085,6,-2.027,0.0438,10,-0.0362,0.2125,8
320,0.1672,2420 ·s¥¨,M2328 ¹q¤l¹s²Õ¥ó,0.1835,0.7623,3,-0.2332,0.3801,7,-0.288,0.3373,7,0.2896,0.7021,4,8372032558.0,0.552,5,2.11,0.3888,7,15.063,0.2694,8,4.96,0.8762,2,3.51,0.9365,1,0.2007,0.6627,4,30.82,0.7382,3,0.4306,0.5378,5,0.0026,0.3604,7
321,-0.0132,2421 «Ø·Ç,M2328 ¹q¤l¹s²Õ¥ó,-0.1848,0.0361,10,-0.6666,0.0854,10,-0.6409,0.08,10,0.6164,0.3067,7,29796773790.0,0.2552,8,4.67,0.0931,10,9.7373,0.4206,6,4.38,0.8258,2,2.56,0.8368,2,0.3348,0.9025,1,42.28,0.5367,5,0.1743,0.4491,6,0.1646,0.862,2
322,0.0487,2423 ©T½n,M2331 ¨ä¥L¹q¤l·~,0.0884,0.5674,5,0.8829,0.7842,3,0.7419,0.7853,3,0.3943,0.5652,5,5678151718.0,0.6758,4,2.34,0.3154,7,8.747,0.4644,6,3.3,0.724,3,2.33,0.8018,3,0.122,0.4129,6,32.19,0.7185,3,0.066,0.391,7,-0.0047,0.3242,7
323,0.0513,2424 Ã÷µØ,M2327 ³q«Hºô¸ô·~,-0.052,0.1796,9,-0.6696,0.0821,10,-0.6692,0.069,10,0.3586,0.6112,4,1627341250.0,0.9474,1,5.82,0.0449,10,75.2702,0.035,10,-22.65,0.0044,10,-9.4,0.0022,10,0.315,0.8839,2,57.07,0.2563,8,-0.7657,0.1205,9,0.3338,0.9562,1
324,0.0187,2425 ©Ó±Ò,M2325 ¹q¸£¤Î¶gÃä,-0.197,0.0263,10,-0.6494,0.0942,10,-0.5924,0.1205,9,0.8175,0.161,9,3537319048.0,0.805,2,1.88,0.4556,6,3.0081,0.8642,2,0.77,0.3264,7,0.62,0.3834,7,0.3974,0.9452,1,30.6,0.7426,3,-0.0438,0.3067,7,0.0598,0.6134,4
325,0.0855,2426 ¹©¤¸,M2326 ¥ú¹q·~,-0.094,0.1095,9,-0.5879,0.138,9,-0.5536,0.149,9,0.422,0.5378,5,5161022698.0,0.7065,3,1.44,0.6166,4,9.3052,0.4403,6,-0.36,0.1643,9,-0.23,0.138,9,0.2125,0.6922,4,23.13,0.8434,2,0.5632,0.5904,5,-0.0773,0.1041,10
326,0.1463,2427 ¤T°Ó¹q,M2330 ¸ê°TªA°È·~,0.1263,0.6594,4,7.6289,0.9671,1,6.282,0.9715,1,0.515,0.4294,6,5204519350.0,0.7021,4,1.47,0.6024,5,3.434,0.8313,2,3.35,0.7382,3,1.66,0.69,4,0.052,0.1829,9,53.93,0.3176,7,0.3396,0.5104,5,0.2046,0.8981,2
327,0.0476,2428 ¿³¶Ô,M2328 ¹q¤l¹s²Õ¥ó,0.0538,0.4874,6,-0.4756,0.2015,9,-0.4601,0.1961,9,0.6727,0.2618,8,20687758296.0,0.3111,7,2.15,0.3735,7,13.2511,0.31,7,3.38,0.7448,3,2.36,0.8083,2,0.21,0.6824,4,30.74,0.7393,3,0.1108,0.4272,6,0.0939,0.7349,3
328,0.1436,2429 »Ê©ô¬ì,M2326 ¥ú¹q·~,-0.0652,0.1621,9,-0.7623,0.034,10,-0.7444,0.0329,10,0.1243,0.8872,2,1239758550.0,0.9726,1,3.89,0.1238,9,20.7592,0.1742,9,-6.04,0.0197,10,-3.07,0.0175,10,0.1218,0.4118,6,40.7,0.5674,5,0.1912,0.4556,6,-0.5504,0.0022,10
329,-0.0312,2430 Àé©[,M2329 ¹q¤l³q¸ô·~,-0.0027,0.3045,7,-0.5334,0.1676,9,-0.4981,0.1742,9,0.2639,0.7273,3,4079753920.0,0.7755,3,1.0,0.8467,2,0.8735,0.9869,1,1.16,0.3954,7,0.46,0.3373,7,0.1176,0.4031,7,71.27,0.1062,9,-0.5116,0.1512,9,0.0217,0.4436,6
330,-0.0082,2431 Áp©÷,M2328 ¹q¤l¹s²Õ¥ó,-0.0397,0.2048,8,-0.7752,0.0263,10,-0.7533,0.0263,10,0.3232,0.6583,4,1342216869.0,0.965,1,1.09,0.793,3,13.3518,0.3056,7,-1.55,0.0887,10,-1.33,0.0493,10,0.4573,0.9704,1,12.19,0.9529,1,-0.0902,0.2815,8,-0.1461,0.035,10
331,0.0019,2433 ¤¬²±¹q,M2331 ¨ä¥L¹q¤l·~,0.0309,0.4239,6,-0.0668,0.4819,6,-0.082,0.483,6,0.0646,0.9277,1,7265692921.0,0.6024,5,2.24,0.3483,7,10.7268,0.3801,7,1.82,0.4984,6,1.12,0.5356,5,0.0691,0.2497,8,45.87,0.46,6,-0.1017,0.2771,8,-0.0215,0.2618,8
332,-0.0089,2434 ²ÎÀ·,M2324 ¥b¾ÉÅé,0.0181,0.3768,7,0.1452,0.5904,5,0.1377,0.6024,5,-0.008,0.9606,1,1250600000.0,0.9715,1,2.29,0.3275,7,127.7818,0.023,10,10.08,0.9858,1,7.45,0.9978,1,0.0363,0.1281,9,26.82,0.793,3,4.6724,0.9376,1,0.0526,0.5761,5
333,0.038,2436 °¶¸à¹q,M2324 ¥b¾ÉÅé,-0.1213,0.0789,10,-0.4633,0.2059,8,-0.416,0.2245,8,0.7746,0.1884,9,10490703866.0,0.4896,6,3.11,0.1917,9,15.7753,0.2552,8,2.35,0.6002,5,1.72,0.7065,3,0.2138,0.6988,4,30.15,0.7514,3,1.3042,0.7568,3,0.0292,0.4775,6
334,0.8173,2438 µ¾Ä£,M2326 ¥ú¹q·~,-0.1217,0.0778,10,-0.5761,0.1424,9,-0.5264,0.161,9,0.9664,0.1041,10,1411485628.0,0.9606,1,3.23,0.1785,9,22.5553,0.1588,9,-6.53,0.0175,10,-2.91,0.0208,10,0.1321,0.4403,6,53.78,0.3209,7,-3.3459,0.0307,10,0.6715,0.9934,1
335,0.0078,2439 ¬ü«ß,M2327 ³q«Hºô¸ô·~,0.1991,0.7809,3,0.3571,0.6627,4,0.2728,0.6616,4,0.5721,0.3538,7,31130080688.0,0.2388,8,2.1,0.3965,7,3.7275,0.7985,3,3.08,0.6911,4,1.29,0.5893,5,0.2643,0.8116,2,61.14,0.1906,9,5.5192,0.9419,1,0.1612,0.8587,2
336,-0.0822,2440 ¤ÓªÅ±ô,M2328 ¹q¤l¹s²Õ¥ó,0.2903,0.8565,2,1.5278,0.8412,2,1.2078,0.839,2,0.1483,0.8675,2,2504110878.0,0.8784,2,1.47,0.6035,4,3.1952,0.8532,2,-0.43,0.1533,9,0.03,0.1752,9,0.2124,0.6911,4,43.26,0.5159,5,0.7595,0.6539,4,0.0779,0.6857,4
337,-0.0064,2441 ¶WÂ×,M2324 ¥b¾ÉÅé,0.0471,0.4622,6,-0.5275,0.1752,9,-0.5122,0.1687,9,0.4967,0.448,6,34028306110.0,0.2169,8,1.54,0.5706,5,9.779,0.4184,6,2.36,0.6046,4,2.09,0.7656,3,0.2156,0.7021,4,11.15,0.9606,1,0.4701,0.5542,5,0.0293,0.4797,6
338,0.1062,2442 ·s¬ü»ô,M2500 «Ø§÷Àç³y,0.0916,0.5761,5,0.972,0.7974,3,0.8231,0.7941,3,1.0115,0.092,10,7452341939.0,0.5936,5,1.52,0.5838,5,21.9587,0.1621,9,3.32,0.7284,3,1.05,0.517,5,0.0688,0.2464,8,69.18,0.1227,9,3.4171,0.9102,1,0.067,0.6429,4
339,0.1176,2444 ¥ü«l,M2327 ³q«Hºô¸ô·~,-0.0791,0.138,9,-0.3266,0.3133,7,-0.2726,0.3538,7,0.312,0.6714,4,1183285525.0,0.977,1,1.2,0.736,3,3.8053,0.7919,3,0.75,0.3242,7,0.55,0.3658,7,0.2416,0.7612,3,50.16,0.3757,7,0.7785,0.6605,4,-0.0621,0.138,9
340,0.1269,2449 ¨Ê¤¸¹q¤l,M2324 ¥b¾ÉÅé,-0.0105,0.287,8,-0.3771,0.276,8,-0.326,0.3023,8,1.2827,0.0318,10,100748935552.0,0.1062,9,3.15,0.1873,9,12.2644,0.3308,7,3.43,0.7536,3,2.03,0.759,3,0.1842,0.6232,4,45.53,0.4743,6,0.1501,0.4381,6,0.0491,0.5586,5
341,0.0025,2450 ¯«¸£,M2327 ³q«Hºô¸ô·~,0.0462,0.4611,6,-0.3526,0.2903,8,-0.3585,0.2771,8,0.1359,0.8795,2,9718021658.0,0.5148,5,1.67,0.5312,5,1.1947,0.9737,1,2.16,0.563,5,1.35,0.609,4,0.2299,0.7327,3,42.16,0.5411,5,-0.3136,0.1961,9,0.0482,0.5564,5
342,0.1683,2451 ³Ð¨£,M2324 ¥b¾ÉÅé,0.3038,0.8729,2,0.65,0.7349,3,0.4849,0.7207,3,0.6759,0.2607,8,42421444223.0,0.184,9,2.12,0.3855,7,15.526,0.2607,8,4.32,0.8193,2,3.55,0.9409,1,0.0786,0.2793,8,22.23,0.8609,2,2.4728,0.8751,2,0.0597,0.6123,4
343,0.0065,2453 ­â¸s,M2330 ¸ê°TªA°È·~,0.0876,0.5652,5,-0.5987,0.1281,9,-0.5985,0.115,9,0.4215,0.54,5,5750260000.0,0.6714,4,3.13,0.1884,9,4.1088,0.7656,3,4.13,0.8039,2,1.92,0.7415,3,0.1887,0.6364,4,54.31,0.3143,7,0.0147,0.3483,7,0.0269,0.4644,6
344,0.1822,2454 Ápµo¬ì,M2324 ¥b¾ÉÅé,0.1883,0.7689,3,-0.3129,0.3275,7,-0.2747,0.3527,7,1.5014,0.012,10,1772786839573.0,0.0044,10,5.18,0.0668,10,13.2835,0.3089,7,8.45,0.9792,1,4.94,0.9869,1,0.2214,0.7152,3,42.09,0.5422,5,0.8689,0.6769,4,0.0571,0.5969,5
345,0.0969,2455 ¥þ·s,M2327 ³q«Hºô¸ô·~,-0.0238,0.2497,8,-0.6607,0.0876,10,-0.6186,0.0953,10,1.0986,0.0635,10,26195584422.0,0.2738,8,9.61,0.012,10,31.2823,0.0964,10,6.1,0.9288,1,4.23,0.9671,1,0.2245,0.724,3,30.46,0.7459,3,15.4222,0.9803,1,0.0708,0.6659,4
346,0.012,2457 ­¸§»,M2328 ¹q¤l¹s²Õ¥ó,-0.1192,0.0854,10,-0.4464,0.2125,8,-0.3734,0.2596,8,0.7145,0.2421,8,21344816592.0,0.3045,7,2.36,0.31,7,9.1128,0.4502,6,0.7,0.3198,7,0.52,0.356,7,0.359,0.9211,1,34.72,0.6846,4,0.5337,0.5761,5,0.0251,0.4567,6
347,0.0287,2458 ¸q¶©,M2324 ¥b¾ÉÅé,0.0704,0.5214,5,-0.1211,0.4469,6,-0.089,0.4732,6,0.3655,0.6002,5,44994658002.0,0.1785,9,5.42,0.057,10,14.4868,0.2793,8,7.04,0.9617,1,4.48,0.9737,1,0.2187,0.7087,3,39.07,0.6035,4,1.2275,0.7448,3,0.1054,0.7722,3
348,0.0223,2459 ´°¦N,M2331 ¨ä¥L¹q¤l·~,0.1203,0.6407,4,0.7331,0.7514,3,0.6397,0.7645,3,0.0354,0.9441,1,7178917886.0,0.6068,4,1.43,0.6265,4,5.3516,0.6791,4,2.75,0.655,4,1.72,0.7054,3,0.1563,0.5312,5,39.3,0.598,5,0.2924,0.4962,6,-0.0322,0.2278,8
349,0.0599,2460 «Ø³q,M2328 ¹q¤l¹s²Õ¥ó,0.0063,0.3352,7,-0.7854,0.0208,10,-0.7586,0.0208,10,1.0791,0.0723,10,5414400000.0,0.6889,4,2.81,0.23,8,8.8319,0.46,6,-3.35,0.046,10,-1.11,0.0646,10,0.1942,0.6506,4,61.38,0.1862,9,-0.8217,0.1128,9,0.1168,0.7974,3
350,0.008,2461 ¥ú¸s¹p,M2331 ¨ä¥L¹q¤l·~,0.0641,0.5115,5,0.5965,0.7207,3,0.4977,0.7229,3,0.386,0.5761,5,4177041278.0,0.7612,3,1.38,0.6473,4,2.9284,0.874,2,-1.02,0.1161,9,-0.41,0.1128,9,0.1504,0.5104,5,50.02,0.3823,7,-0.6904,0.1271,9,-0.0152,0.2804,8
351,0.0429,2462 ¨}±o¹q,M2328 ¹q¤l¹s²Õ¥ó,-0.0429,0.1993,9,-0.7423,0.0482,10,-0.7091,0.0526,10,0.5535,0.3768,7,4867340562.0,0.724,3,1.67,0.5301,5,5.9824,0.6254,4,2.11,0.5531,5,1.23,0.5663,5,0.136,0.4513,6,45.62,0.4721,6,0.4355,0.54,5,0.2072,0.9014,2
352,0.225,2464 ·ù¥ß,M2331 ¨ä¥L¹q¤l·~,0.3333,0.8894,2,0.4788,0.7065,3,0.2849,0.6681,4,1.492,0.0142,10,10258652249.0,0.4984,6,2.18,0.3625,7,7.1689,0.5531,5,0.35,0.2552,8,0.22,0.2475,8,0.1799,0.6123,4,63.07,0.172,9,0.0817,0.402,7,-0.0838,0.092,10
353,0.0158,2465 ÄR»O,M2325 ¹q¸£¤Î¶gÃä,0.1691,0.7437,3,0.6392,0.7317,3,0.6287,0.7579,3,1.3144,0.0263,10,10157469751.0,0.5016,6,10.82,0.0088,10,10.8079,0.3768,7,-8.65,0.0131,10,-2.66,0.0241,10,0.1072,0.3735,7,71.91,0.0997,10,-0.2155,0.2267,8,0.7906,0.9989,1
354,0.004,2466 «a¦è¹q,M2326 ¥ú¹q·~,0.004,0.3264,7,-0.2132,0.3943,7,-0.206,0.3965,7,0.4059,0.5531,5,6386836463.0,0.6386,4,3.35,0.1665,9,49.6512,0.0559,10,-3.48,0.0438,10,-1.07,0.0701,10,0.1343,0.4436,6,57.93,0.2421,8,-1.523,0.0581,10,0.0218,0.4458,6
355,0.0102,2467 §Ó¸t,M2328 ¹q¤l¹s²Õ¥ó,0.3343,0.8905,2,-0.1621,0.4239,6,-0.1977,0.4009,7,1.6654,0.0033,10,20328158933.0,0.3133,7,5.54,0.0526,10,18.822,0.2004,9,4.91,0.8697,2,2.18,0.7788,3,0.1894,0.6375,4,58.18,0.2333,8,0.3199,0.5071,5,0.1774,0.8817,2
356,-0.0276,2468 µØ¸g,M2330 ¸ê°TªA°È·~,-0.0183,0.2596,8,-0.5972,0.1314,9,-0.5751,0.1281,9,0.641,0.2924,8,1818467765.0,0.9332,1,1.69,0.5225,5,3.6383,0.805,2,1.52,0.448,6,0.97,0.4929,6,0.0836,0.2979,8,35.96,0.655,4,0.4942,0.5641,5,-0.1038,0.0624,10
357,0.0195,2471 ¸ê³q,M2330 ¸ê°TªA°È·~,0.0294,0.4173,6,-0.7429,0.0449,10,-0.7361,0.0394,10,0.4342,0.5235,5,2506667652.0,0.8773,2,3.03,0.1993,9,15.1664,0.2662,8,1.04,0.3713,7,0.67,0.3976,7,0.4697,0.9759,1,35.14,0.6725,4,0.1216,0.4304,6,0.0398,0.5246,5
358,0.0282,2472 ¥ß¶©¹q,M2328 ¹q¤l¹s²Õ¥ó,0.0804,0.5465,5,1.1692,0.8226,2,1.0249,0.8237,2,0.698,0.2475,8,12396269639.0,0.4414,6,1.58,0.5597,5,5.6611,0.6495,4,3.32,0.7306,3,2.46,0.8226,2,0.1866,0.6309,4,27.39,0.7831,3,0.4165,0.5334,5,0.0428,0.5345,5
359,-0.0191,2474 ¥i¦¨,M2331 ¨ä¥L¹q¤l·~,0.1913,0.7711,3,-0.0619,0.4841,6,-0.0936,0.471,6,0.2449,0.7503,3,149514426309.0,0.0723,10,0.89,0.8916,2,40.8587,0.0701,10,2.82,0.6627,4,1.91,0.7371,3,0.1277,0.4261,6,34.63,0.6889,4,4.1773,0.9244,1,0.0502,0.5619,5
360,0.1425,2476 ¹d²»,M2328 ¹q¤l¹s²Õ¥ó,0.224,0.805,2,-0.0056,0.5192,5,-0.0303,0.5214,5,0.7463,0.2114,8,18658148735.0,0.3352,7,1.99,0.4206,6,13.2846,0.3078,7,3.34,0.7349,3,2.35,0.8072,2,0.4675,0.9737,1,31.73,0.7262,3,4.0938,0.9233,1,0.2886,0.9452,1
361,-0.0159,2477 ¬ü¶©¹q,M2331 ¨ä¥L¹q¤l·~,0.1305,0.667,4,0.2482,0.6243,4,0.1701,0.6166,4,0.3105,0.6736,4,3441039395.0,0.8138,2,0.8,0.9288,1,8.0173,0.4984,6,0.55,0.2881,8,0.4,0.3154,7,0.1516,0.5159,5,44.98,0.4852,6,1.2325,0.7459,3,0.0269,0.4633,6
362,0.0374,2478 ¤j¼Ý,M2328 ¹q¤l¹s²Õ¥ó,0.0856,0.5608,5,0.6135,0.7273,3,0.576,0.7415,3,0.2854,0.7065,3,7050731911.0,0.6134,4,1.02,0.8324,2,6.5525,0.5849,5,2.0,0.5334,5,1.44,0.6287,4,0.2027,0.6703,4,29.65,0.7547,3,0.5929,0.6024,5,0.0274,0.4677,6
363,-0.004,2480 ´°¶§¬ì,M2330 ¸ê°TªA°È·~,0.0455,0.4567,6,-0.4955,0.1906,9,-0.4916,0.1807,9,0.2833,0.7097,3,12751131119.0,0.4315,6,4.92,0.0811,10,7.2719,0.5476,5,6.81,0.9507,1,3.1,0.9069,1,0.2222,0.7185,3,58.02,0.2388,8,-0.025,0.3187,7,0.0115,0.3998,7
364,0.0262,2481 ±j­Z,M2324 ¥b¾ÉÅé,-0.0824,0.126,9,-0.215,0.3932,7,-0.1755,0.4217,6,0.8715,0.1325,9,21246392383.0,0.3078,7,1.64,0.54,5,7.3033,0.5465,5,1.55,0.4545,6,0.94,0.4852,6,0.0939,0.3363,7,50.05,0.379,7,0.3699,0.5214,5,0.0285,0.4754,6
